experiment_id,status,purpose,strategy,cumulative_return,sharpe,max_drawdown,delta_return_vs_baseline,delta_sharpe_vs_baseline,change_note,known_limitations,test_period,ppo_model_path,output_dir,manifest_path,run_id,created_at,control_experiment,baseline_strategy,annualized_return,annualized_volatility,trades,turnover,annualized_turnover,total_commission,universe,selection,position_weights,cost_model,code_revision,git_dirty,git_diff_name_status,ppo_model_sha256,ppo_device,seed,market_data_sha256,news_data_sha256
ppo_weekly_aligned_20260913,provisional,验证周频逆波动率 PPO 的迁移表现,VADER Top-K,0.1204,1.22,0.0453,0.020399999999999988,0.35,日频改为周频并对齐权重,单种子、单样本外窗口，尚未完成 Gate 验收,2025-08-11~2026-08-09,models/ppo_stage1.zip,output/backtest_20260913_224902,output/backtest_20260913_224902/manifest.json,20260913_224902,unknown,llm_formula_20260902,LLM Top-K,0.11699999999999999,0.06309999999999999,134.0,4.14,4.17,260.0,"""10 只大盘龙头""",LLM Top-K=5,inverse volatility,"""回测实际手续费与滑点""",worktree based on 7ff7c02; PPO implementation was uncommitted at run time,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_184629,historical_incomplete,历史回填：P0 PPO 回测,Buy & Hold,0.32049999999999995,1.99,0.1058,0.2885,2.12,模型为 ppo_stage1_p0_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_184629,output/backtest_20260922_184629/manifest.json,20260922_184629,2026-09-22T18:46:29,,LLM Top-K,0.2894,0.12560000000000002,0.0,0.0,0.0,0.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_184629,historical_incomplete,历史回填：P0 PPO 回测,LLM Top-K,0.032,-0.13,0.056600000000000004,0.0,0.0,模型为 ppo_stage1_p0_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_184629,output/backtest_20260922_184629/manifest.json,20260922_184629,2026-09-22T18:46:29,,LLM Top-K,0.0332,0.051100000000000007,73.0,9.3,9.38,152.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_184629,historical_incomplete,历史回填：P0 PPO 回测,PPO Top-K,0.13570000000000002,0.97,0.0516,0.10370000000000001,1.1,模型为 ppo_stage1_p0_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_184629,output/backtest_20260922_184629/manifest.json,20260922_184629,2026-09-22T18:46:29,,LLM Top-K,0.1335,0.0964,58.0,15.28,15.4,124.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_185614,historical_incomplete,历史回填：P0 PPO 回测,Buy & Hold,0.32049999999999995,1.99,0.1058,0.24099999999999994,1.4100000000000001,模型为 ppo_stage1_p0_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_185614,output/backtest_20260922_185614/manifest.json,20260922_185614,2026-09-22T18:56:14,,LLM Top-K,0.2894,0.12560000000000002,0.0,0.0,0.0,0.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_185614,historical_incomplete,历史回填：P0 PPO 回测,LLM Top-K,0.0795,0.58,0.0745,0.0,0.0,模型为 ppo_stage1_p0_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_185614,output/backtest_20260922_185614/manifest.json,20260922_185614,2026-09-22T18:56:14,,LLM Top-K,0.07980000000000001,0.0684,135.0,14.82,14.94,275.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_185614,historical_incomplete,历史回填：P0 PPO 回测,PPO Top-K,0.1832,0.91,0.14730000000000001,0.1037,0.33000000000000007,模型为 ppo_stage1_p0_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_185614,output/backtest_20260922_185614/manifest.json,20260922_185614,2026-09-22T18:56:14,,LLM Top-K,0.18239999999999998,0.15560000000000002,129.0,33.91,34.18,264.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_191704,historical_incomplete,历史回填：P0 PPO 诊断回测,Buy & Hold,0.32049999999999995,1.99,0.1058,0.22549999999999995,1.2,新增调仓级 decisions 诊断,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_191704,output/backtest_20260922_191704/manifest.json,20260922_191704,2026-09-22T19:17:04,,LLM Top-K,0.2894,0.12560000000000002,0.0,0.0,0.0,0.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_191704,historical_incomplete,历史回填：P0 PPO 诊断回测,LLM Top-K,0.095,0.79,0.0661,0.0,0.0,新增调仓级 decisions 诊断,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_191704,output/backtest_20260922_191704/manifest.json,20260922_191704,2026-09-22T19:17:04,,LLM Top-K,0.0943,0.0691,135.0,14.51,14.63,275.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_191704,historical_incomplete,历史回填：P0 PPO 诊断回测,PPO Top-K,0.2544,1.26,0.12710000000000002,0.15940000000000001,0.47,新增调仓级 decisions 诊断,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_191704,output/backtest_20260922_191704/manifest.json,20260922_191704,2026-09-22T19:17:04,,LLM Top-K,0.24239999999999998,0.1611,138.0,34.52,34.79,278.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_191842,historical_incomplete,历史回填：P0 PPO CUDA 诊断回测,Buy & Hold,0.32049999999999995,1.99,0.1058,0.22549999999999995,1.2,保留含 decisions 诊断的重复运行,与已删除的 191026 指标重复；运行时未记录随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_191842,output/backtest_20260922_191842/manifest.json,20260922_191842,2026-09-22T19:18:42,,LLM Top-K,0.2894,0.12560000000000002,0.0,0.0,0.0,0.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,cuda,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_191842,historical_incomplete,历史回填：P0 PPO CUDA 诊断回测,LLM Top-K,0.095,0.79,0.0661,0.0,0.0,保留含 decisions 诊断的重复运行,与已删除的 191026 指标重复；运行时未记录随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_191842,output/backtest_20260922_191842/manifest.json,20260922_191842,2026-09-22T19:18:42,,LLM Top-K,0.0943,0.0691,135.0,14.51,14.63,275.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,cuda,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_191842,historical_incomplete,历史回填：P0 PPO CUDA 诊断回测,PPO Top-K,0.2572,1.27,0.12710000000000002,0.16219999999999998,0.48,保留含 decisions 诊断的重复运行,与已删除的 191026 指标重复；运行时未记录随机种子,2025-08-11~2026-08-09,models\ppo_stage1_p0_20260922.zip,output/backtest_20260922_191842,output/backtest_20260922_191842/manifest.json,20260922_191842,2026-09-22T19:18:42,,LLM Top-K,0.2447,0.1613,138.0,34.57,34.85,278.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,cuda,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_200323,historical_incomplete,历史回填：风险对齐 PPO 回测,Buy & Hold,0.32049999999999995,1.99,0.1058,0.22549999999999995,1.2,切换至 ppo_stage1_riskaligned_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_riskaligned_20260922.zip,output/backtest_20260922_200323,output/backtest_20260922_200323/manifest.json,20260922_200323,2026-09-22T20:03:23,,LLM Top-K,0.2894,0.12560000000000002,0.0,0.0,0.0,0.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,cuda,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_200323,historical_incomplete,历史回填：风险对齐 PPO 回测,LLM Top-K,0.095,0.79,0.0661,0.0,0.0,切换至 ppo_stage1_riskaligned_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_riskaligned_20260922.zip,output/backtest_20260922_200323,output/backtest_20260922_200323/manifest.json,20260922_200323,2026-09-22T20:03:23,,LLM Top-K,0.0943,0.0691,135.0,14.51,14.63,275.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,cuda,historical_unknown,historical_unknown,historical_unknown
backtest_20260922_200323,historical_incomplete,历史回填：风险对齐 PPO 回测,PPO Top-K,0.2159,1.24,0.1176,0.12090000000000001,0.44999999999999996,切换至 ppo_stage1_riskaligned_20260922,运行时未记录具体改动与随机种子,2025-08-11~2026-08-09,models\ppo_stage1_riskaligned_20260922.zip,output/backtest_20260922_200323,output/backtest_20260922_200323/manifest.json,20260922_200323,2026-09-22T20:03:23,,LLM Top-K,0.2069,0.13419999999999999,138.0,27.47,27.69,277.0,"[""AAPL"", ""NVDA"", ""MSFT"", ""GOOGL"", ""AMZN"", ""JPM"", ""V"", ""JNJ"", ""UNH"", ""WMT""]",LLM Top-K=5,inverse volatility,"{""commission_per_order"": 1.0, ""slippage"": 0.001, ""turnover_penalty"": 0.001}",2eb2496c7420fba8037bc4edb67b8f8a69e59109,historical_unknown,historical_unknown,historical_unknown,cuda,historical_unknown,historical_unknown,historical_unknown
